Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28-02-2021,2500,Rheumatology,Adult,65+,15-18 Months,2
28-02-2021,2500,Rheumatology,Adult,65+,18 Months +,27
28-02-2021,2500,Rheumatology,Child,0-15, 0-3 Months,1
28-02-2021,100,Cardiology,Adult,16-64, 3-6 Months,72
28-02-2021,100,Cardiology,Adult,16-64, 6-9 Months,45
28-02-2021,100,Cardiology,Adult,16-64,12-15 Months,78
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,40
28-02-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,20
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,66
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,6
28-02-2021,1503,Gynaecology,Adult,65+, 6-9 Months,4
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,2
28-02-2021,1503,Gynaecology,Child,0-15,15-18 Months,1
28-02-2021,2003,Maxillo-Facial,Adult,16-64,15-18 Months,21
28-02-2021,2003,Maxillo-Facial,Adult,65+, 0-3 Months,3
28-02-2021,2003,Maxillo-Facial,Adult,65+, 9-12 Months,2
28-02-2021,2003,Maxillo-Facial,Child,0-15, 3-6 Months,4
28-02-2021,2003,Maxillo-Facial,Child,0-15,12-15 Months,5
28-02-2021,2500,Rheumatology,Adult,16-64,15-18 Months,2
28-02-2021,2500,Rheumatology,Adult,16-64,18 Months +,12
28-02-2021,2500,Rheumatology,Adult,65+, 0-3 Months,19
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,6
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,9
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,6
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,5
28-02-2021,100,Cardiology,Child,0-15,18 Months +,1
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,75
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,79
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,53
28-02-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,38
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,44
28-02-2021,1900,Paediatrics,Child,0-15, 3-6 Months,7
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,1
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,3
28-02-2021,1900,Paediatrics,Child,0-15,12-15 Months,2
28-02-2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,1
28-02-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,2
28-02-2021,2000,Plastic Surgery,Child,0-15,12-15 Months,5
28-02-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,13
28-02-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,5
28-02-2021,2500,Rheumatology,Adult,16-64,18 Months +,124
28-02-2021,2500,Rheumatology,Adult,65+, 3-6 Months,6
28-02-2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,185
28-02-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,119
28-02-2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,150
28-02-2021,2000,Plastic Surgery,Adult,16-64,15-18 Months,143
28-02-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,20
28-02-2021,2000,Plastic Surgery,Child,0-15,12-15 Months,20
28-02-2021,2000,Plastic Surgery,Child,0-15,15-18 Months,34
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,3
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,136
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,65
28-02-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,50
28-02-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,37
28-02-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,39
28-02-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,31
28-02-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,156
28-02-2021,2500,Rheumatology,Adult,65+,18 Months +,121
28-02-2021,2600,General Surgery,Adult,16-64,18 Months +,20
28-02-2021,2600,General Surgery,Adult,65+, 0-3 Months,86
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,34
28-02-2021,2600,General Surgery,Adult,65+,12-15 Months,8
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,10
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,15
28-02-2021,2600,General Surgery,Child,0-15,18 Months +,29
28-02-2021,2603,Hepato-Biliary Surgery,Adult,16-64, 0-3 Months,3
28-02-2021,2603,Hepato-Biliary Surgery,Adult,65+, 3-6 Months,10
28-02-2021,2603,Hepato-Biliary Surgery,Adult,65+, 6-9 Months,5
28-02-2021,2603,Hepato-Biliary Surgery,Adult,65+,12-15 Months,1
28-02-2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,109
28-02-2021,2604,Vascular Surgery,Adult,65+,18 Months +,37
28-02-2021,2605,Breast Surgery,Adult,16-64, 6-9 Months,296
28-02-2021,2605,Breast Surgery,Adult,16-64,18 Months +,6
28-02-2021,2605,Breast Surgery,Adult,65+, 3-6 Months,53
28-02-2021,2605,Breast Surgery,Adult,65+,12-15 Months,24
28-02-2021,2605,Breast Surgery,Adult,65+,15-18 Months,4
28-02-2021,2605,Breast Surgery,Child,0-15, 0-3 Months,2
28-02-2021,2605,Breast Surgery,Child,0-15, 3-6 Months,2
28-02-2021,2605,Breast Surgery,Child,0-15,12-15 Months,1
28-02-2021,2700,Infectious Diseases,Adult,16-64, 0-3 Months,41
28-02-2021,2700,Infectious Diseases,Adult,65+, 3-6 Months,1
28-02-2021,2700,Infectious Diseases,Adult,65+,12-15 Months,1
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,14
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,7
28-02-2021,5000,General Medicine,Adult,16-64,15-18 Months,4
28-02-2021,7600,Cardio-Thoracic Surgery,Adult,16-64, 3-6 Months,3
28-02-2021,7800,Urology,Adult,16-64, 9-12 Months,82
28-02-2021,7800,Urology,Child,0-15, 9-12 Months,44
28-02-2021,1503,Gynaecology,Adult,16-64,15-18 Months,22
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,24
28-02-2021,1503,Gynaecology,Child,0-15, 9-12 Months,1
28-02-2021,100,Cardiology,Adult,16-64, 6-9 Months,107
28-02-2021,100,Cardiology,Adult,16-64,15-18 Months,93
28-02-2021,300,Dermatology,Adult,16-64,18 Months +,81
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,26
28-02-2021,300,Dermatology,Adult,65+, 6-9 Months,11
28-02-2021,300,Dermatology,Adult,65+,12-15 Months,17
28-02-2021,300,Dermatology,Adult,65+,15-18 Months,15
28-02-2021,300,Dermatology,Child,0-15, 0-3 Months,24
28-02-2021,300,Dermatology,Child,0-15, 6-9 Months,15
28-02-2021,300,Dermatology,Child,0-15,15-18 Months,12
28-02-2021,300,Dermatology,Child,0-15,18 Months +,30
28-02-2021,400,Endocrinology,Adult,65+, 0-3 Months,3
28-02-2021,400,Endocrinology,Adult,65+, 3-6 Months,4
28-02-2021,400,Endocrinology,Adult,65+, 6-9 Months,3
28-02-2021,400,Endocrinology,Adult,65+,12-15 Months,4
28-02-2021,400,Endocrinology,Adult,65+,15-18 Months,2
28-02-2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,10
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,58
28-02-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,163
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,25
28-02-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,28
28-02-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,12
28-02-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,17
28-02-2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,16
28-02-2021,700,Gastro-Enterology,Adult,16-64,18 Months +,13
28-02-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,22
28-02-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,7
28-02-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,14
28-02-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,8
28-02-2021,900,Geriatric Medicine,Adult,65+,15-18 Months,1
28-02-2021,1300,Neurology,Adult,16-64, 0-3 Months,47
28-02-2021,1300,Neurology,Adult,16-64, 3-6 Months,44
28-02-2021,1300,Neurology,Adult,16-64,12-15 Months,10
28-02-2021,1300,Neurology,Adult,16-64,15-18 Months,3
28-02-2021,1300,Neurology,Adult,65+, 9-12 Months,5
28-02-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,70
28-02-2021,1503,Gynaecology,Adult,65+,18 Months +,7
28-02-2021,1503,Gynaecology,Child,0-15, 9-12 Months,1
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,232
28-02-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,68
28-02-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,7
28-02-2021,1900,Paediatrics,Adult,16-64, 0-3 Months,2
28-02-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,3
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,100
28-02-2021,1900,Paediatrics,Child,0-15, 3-6 Months,58
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,35
28-02-2021,1900,Paediatrics,Child,0-15,12-15 Months,70
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,11
28-02-2021,2000,Plastic Surgery,Adult,16-64,18 Months +,41
28-02-2021,2000,Plastic Surgery,Adult,65+, 3-6 Months,10
28-02-2021,2000,Plastic Surgery,Adult,65+,12-15 Months,2
28-02-2021,2000,Plastic Surgery,Adult,65+,15-18 Months,1
28-02-2021,2000,Plastic Surgery,Child,0-15, 0-3 Months,1
28-02-2021,7800,Urology,Child,0-15, 9-12 Months,11
28-02-2021,8000,Anaesthetics,Adult,16-64,12-15 Months,19
28-02-2021,8000,Anaesthetics,Adult,16-64,15-18 Months,14
28-02-2021,8000,Anaesthetics,Adult,65+, 9-12 Months,5
28-02-2021,0,Small Volume Specialities,Adult,16-64,12-15 Months,1
28-02-2021,100,Cardiology,Adult,65+, 0-3 Months,33
28-02-2021,100,Cardiology,Adult,65+, 3-6 Months,2
28-02-2021,300,Dermatology,Adult,16-64, 6-9 Months,187
28-02-2021,300,Dermatology,Adult,65+, 9-12 Months,35
28-02-2021,300,Dermatology,Child,0-15, 9-12 Months,26
28-02-2021,400,Endocrinology,Adult,16-64, 0-3 Months,53
28-02-2021,400,Endocrinology,Adult,16-64, 6-9 Months,36
28-02-2021,400,Endocrinology,Adult,16-64,15-18 Months,40
28-02-2021,400,Endocrinology,Adult,65+, 9-12 Months,4
28-02-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,2
28-02-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,3
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,210
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,158
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,179
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,540
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,63
28-02-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,63
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,66
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,77
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,57
28-02-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,113
28-02-2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,90
28-02-2021,1100,Haematology,Adult,16-64, 9-12 Months,3
28-02-2021,1100,Haematology,Adult,65+, 6-9 Months,5
28-02-2021,1100,Haematology,Adult,65+,18 Months +,3
28-02-2021,1300,Neurology,Adult,16-64, 9-12 Months,45
28-02-2021,1300,Neurology,Adult,65+,18 Months +,100
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,238
28-02-2021,1503,Gynaecology,Adult,16-64,15-18 Months,53
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,119
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,13
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,16
28-02-2021,1503,Gynaecology,Child,0-15, 0-3 Months,3
28-02-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,185
28-02-2021,1700,Ophthalmology,Adult,16-64,18 Months +,21
28-02-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,276
28-02-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,178
28-02-2021,1700,Ophthalmology,Adult,65+,12-15 Months,119
28-02-2021,1700,Ophthalmology,Adult,65+,15-18 Months,90
28-02-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,27
28-02-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,20
28-02-2021,1700,Ophthalmology,Child,0-15,15-18 Months,2
28-02-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,94
28-02-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,129
28-02-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,104
28-02-2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,3
28-02-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,3
28-02-2021,2000,Plastic Surgery,Child,0-15,15-18 Months,3
28-02-2021,2000,Plastic Surgery,Child,0-15,18 Months +,14
28-02-2021,2500,Rheumatology,Adult,16-64,15-18 Months,39
28-02-2021,2500,Rheumatology,Adult,65+, 9-12 Months,19
28-02-2021,2600,General Surgery,Adult,16-64, 9-12 Months,137
28-02-2021,2600,General Surgery,Adult,65+, 0-3 Months,137
28-02-2021,2600,General Surgery,Adult,65+,18 Months +,49
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,42
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,4
28-02-2021,5000,General Medicine,Adult,16-64,15-18 Months,1
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,6
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,7
28-02-2021,0,Small Volume Specialities,Adult,16-64, 9-12 Months,1
28-02-2021,100,Cardiology,Adult,16-64, 0-3 Months,122
28-02-2021,100,Cardiology,Adult,16-64, 6-9 Months,66
28-02-2021,100,Cardiology,Adult,16-64,15-18 Months,96
28-02-2021,700,Gastro-Enterology,Adult,16-64,18 Months +,162
28-02-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,13
28-02-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,9
28-02-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,8
28-02-2021,700,Gastro-Enterology,Child,0-15,18 Months +,1
28-02-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,11
28-02-2021,900,Geriatric Medicine,Adult,65+,15-18 Months,2
28-02-2021,1100,Haematology,Adult,16-64, 0-3 Months,35
28-02-2021,1100,Haematology,Adult,16-64, 3-6 Months,21
28-02-2021,1100,Haematology,Adult,16-64,12-15 Months,1
28-02-2021,1100,Haematology,Child,0-15, 3-6 Months,12
28-02-2021,1100,Haematology,Child,0-15, 6-9 Months,7
28-02-2021,1100,Haematology,Child,0-15,12-15 Months,4
28-02-2021,1100,Haematology,Child,0-15,15-18 Months,1
28-02-2021,1302,Paediatric Neurology,Adult,16-64,18 Months +,6
28-02-2021,1302,Paediatric Neurology,Child,0-15, 3-6 Months,9
28-02-2021,1302,Paediatric Neurology,Child,0-15,12-15 Months,21
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,86
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,2
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,35
28-02-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,147
28-02-2021,2600,General Surgery,Adult,16-64, 9-12 Months,18
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,16-64,18 Months +,23
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 0-3 Months,20
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 3-6 Months,10
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 6-9 Months,3
28-02-2021,2602,Gastro-Intestinal Surgery,Adult,65+,15-18 Months,3
28-02-2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,49
28-02-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,35
28-02-2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,22
28-02-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,11
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,14
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,2
28-02-2021,2500,Rheumatology,Adult,65+, 6-9 Months,5
28-02-2021,2500,Rheumatology,Adult,65+,12-15 Months,4
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,20
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,7
28-02-2021,5000,General Medicine,Adult,16-64, 9-12 Months,1
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,127
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,104
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,31
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,17
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,33
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,2
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,1
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,21
28-02-2021,2600,General Surgery,Adult,65+,12-15 Months,1
28-02-2021,2600,General Surgery,Adult,65+,18 Months +,1
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,1
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,7
28-02-2021,5000,General Medicine,Adult,16-64, 3-6 Months,6
28-02-2021,5000,General Medicine,Adult,16-64, 9-12 Months,1
28-02-2021,5000,General Medicine,Adult,16-64,12-15 Months,4
28-02-2021,7800,Urology,Adult,16-64,15-18 Months,1
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,7
28-02-2021,7800,Urology,Adult,65+, 3-6 Months,6
28-02-2021,7800,Urology,Adult,65+,12-15 Months,1
28-02-2021,7800,Urology,Adult,65+,18 Months +,5
28-02-2021,8003,Pain Relief,Adult,16-64, 3-6 Months,60
28-02-2021,8003,Pain Relief,Adult,16-64, 6-9 Months,36
28-02-2021,8003,Pain Relief,Adult,16-64,12-15 Months,58
31-03-2021,601,Paediatric ENT,Child,0-15,15-18 Months,633
31-03-2021,601,Paediatric ENT,Child,16-64,18 Months +,143
31-03-2021,1302,Paediatric Neurology,Child,0-15, 0-3 Months,251
31-03-2021,1302,Paediatric Neurology,Child,0-15, 3-6 Months,140
31-03-2021,1302,Paediatric Neurology,Child,0-15,12-15 Months,16
31-03-2021,1302,Paediatric Neurology,Child,16-64, 0-3 Months,8
31-03-2021,1302,Paediatric Neurology,Child,16-64,12-15 Months,3
31-03-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,553
31-03-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,460
31-03-2021,1700,Ophthalmology,Child,0-15,12-15 Months,255
31-03-2021,1700,Ophthalmology,Child,16-64, 0-3 Months,9
31-03-2021,1700,Ophthalmology,Child,16-64, 6-9 Months,2
31-03-2021,1700,Ophthalmology,Child,16-64, 9-12 Months,2
31-03-2021,1700,Ophthalmology,Child,16-64,12-15 Months,6
31-03-2021,1802,Paed Orthopaedic,Child,0-15, 0-3 Months,572
31-03-2021,1802,Paed Orthopaedic,Child,0-15, 3-6 Months,661
31-03-2021,1802,Paed Orthopaedic,Child,0-15, 6-9 Months,475
31-03-2021,1802,Paed Orthopaedic,Child,0-15, 9-12 Months,267
31-03-2021,1802,Paed Orthopaedic,Child,16-64, 3-6 Months,17
31-03-2021,1802,Paed Orthopaedic,Child,16-64,12-15 Months,26
31-03-2021,1900,Paediatrics,Child,0-15, 0-3 Months,1402
31-03-2021,1900,Paediatrics,Child,0-15, 6-9 Months,463
31-03-2021,1900,Paediatrics,Child,0-15, 9-12 Months,133
31-03-2021,1900,Paediatrics,Child,0-15,18 Months +,305
31-03-2021,1900,Paediatrics,Child,16-64, 3-6 Months,23
31-03-2021,1900,Paediatrics,Child,16-64, 6-9 Months,7
31-03-2021,1900,Paediatrics,Child,16-64,12-15 Months,10
31-03-2021,1902,Paed Cardiology,Child,0-15, 6-9 Months,430
31-03-2021,1904,Neonatology,Child,0-15,15-18 Months,1
31-03-2021,1905,Paed Endocrinology,Child,0-15,15-18 Months,53
31-03-2021,1905,Paed Endocrinology,Child,0-15,18 Months +,66
31-03-2021,1905,Paed Endocrinology,Child,16-64, 0-3 Months,7
31-03-2021,1905,Paed Endocrinology,Child,16-64, 3-6 Months,4
31-03-2021,1905,Paed Endocrinology,Child,16-64,12-15 Months,5
31-03-2021,1906,Paed Gastro-Enterol,Child,0-15, 0-3 Months,248
31-03-2021,1906,Paed Gastro-Enterol,Child,0-15, 9-12 Months,50
31-03-2021,1906,Paed Gastro-Enterol,Child,0-15,15-18 Months,58
31-03-2021,1906,Paed Gastro-Enterol,Child,0-15,18 Months +,361
31-03-2021,1906,Paed Gastro-Enterol,Child,16-64, 0-3 Months,7
31-03-2021,1906,Paed Gastro-Enterol,Child,16-64, 3-6 Months,6
31-03-2021,1906,Paed Gastro-Enterol,Child,16-64, 9-12 Months,1
31-03-2021,1906,Paed Gastro-Enterol,Child,16-64,12-15 Months,3
31-03-2021,1907,Paed Haematology,Child,0-15,15-18 Months,5
31-03-2021,1907,Paed Haematology,Child,16-64,18 Months +,2
31-03-2021,1909,Paediatric Infectious Diseases,Child,0-15,15-18 Months,18
31-03-2021,1909,Paediatric Infectious Diseases,Child,0-15,18 Months +,9
31-03-2021,1910,Paed Metabolic Medicine,Child,0-15, 3-6 Months,10
31-03-2021,1910,Paed Metabolic Medicine,Child,0-15, 6-9 Months,6
31-03-2021,1910,Paed Metabolic Medicine,Child,0-15,12-15 Months,1
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,175
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15,18 Months +,822
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 3-6 Months,5
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 6-9 Months,4
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 9-12 Months,1
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64,12-15 Months,5
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64,18 Months +,49
31-03-2021,1915,Paediatric Dermatology,Child,16-64,15-18 Months,26
31-03-2021,1916,Developmental Paediatrics,Child,0-15,15-18 Months,48
31-03-2021,1916,Developmental Paediatrics,Child,16-64,18 Months +,8
31-03-2021,2000,Plastic Surgery,Child,0-15, 0-3 Months,248
31-03-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,171
31-03-2021,2000,Plastic Surgery,Child,0-15, 9-12 Months,106
31-03-2021,2000,Plastic Surgery,Child,0-15,18 Months +,311
31-03-2021,2000,Plastic Surgery,Child,16-64, 0-3 Months,5
31-03-2021,2000,Plastic Surgery,Child,16-64, 3-6 Months,4
31-03-2021,2000,Plastic Surgery,Child,16-64,12-15 Months,15
31-03-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 0-3 Months,21
31-03-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,8
31-03-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 9-12 Months,3
31-03-2021,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,5
31-03-2021,2102,Child/Adolescent Psychiatry,Child,16-64, 3-6 Months,3
31-03-2021,2102,Child/Adolescent Psychiatry,Child,16-64,12-15 Months,1
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15, 3-6 Months,143
31-03-2021,7000,Dental Surgery,Child,0-15, 3-6 Months,48
28-02-2021,1800,Orthopaedics,Adult,65+,12-15 Months,144
28-02-2021,1800,Orthopaedics,Adult,65+,15-18 Months,88
28-02-2021,1800,Orthopaedics,Child,0-15, 0-3 Months,27
28-02-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,27
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,63
28-02-2021,2300,Nephrology,Adult,65+, 0-3 Months,36
28-02-2021,2300,Nephrology,Adult,65+, 6-9 Months,16
28-02-2021,2300,Nephrology,Adult,65+,18 Months +,3
28-02-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,105
28-02-2021,2500,Rheumatology,Adult,16-64,18 Months +,132
28-02-2021,2500,Rheumatology,Adult,65+, 0-3 Months,54
28-02-2021,2500,Rheumatology,Adult,65+, 3-6 Months,87
28-02-2021,2500,Rheumatology,Adult,65+,12-15 Months,73
28-02-2021,2500,Rheumatology,Child,0-15,18 Months +,2
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,263
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,248
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,184
